Type,Facility License ID,Facility Name,Street Address,City,State,Zip,Phone Number,County,Inspection Type,Georeferenced Column
Private Inspection Facility,PIF000866,MONTCLAIR MOTORWERKS INC,40 CLAREMONT AVE,MONTCLAIR,NJ,7042,9737449839,ESSEX,Auto Only,"40 CLAREMONT AVE
MONTCLAIR, NJ 07042
(40.812524, -74.20726)"
Private Inspection Facility,PIF000615,GRESHAM TIRE LLC,965 RAHWAY AVENUE,UNION,NJ,7083,9086862510,UNION,Auto Only,"965 RAHWAY AVENUE
UNION, NJ 07083
(40.69904, -74.286012)"
Emission Repair Facility,ERF003449,J & J AUTO CARE LLC,204 ENGLISHTOWN FREEHOLD RD,MANALAPAN,NJ,7726,7324099993,MONMOUTH,Auto Inspection and Emission Repair,"204 ENGLISHTOWN FREEHOLD RD
MANALAPAN, NJ 07726
(40.280983, -74.329766)"
Emission Repair Facility,ERF000370,SUNSET TEXACO INC,650 A SEASHORE RD,ERMA,NJ,8204,6098845105,CAPE MAY,Auto Inspection and Emission Repair,"650 A SEASHORE RD
ERMA, NJ 08204
(38.987486, -74.902278)"
Emission Repair Facility,ERF001680,SMITH MOTOR CO INC,RT 31 PO BOX 310,WASHINGTON,NJ,7882,9088358100,WARREN,Auto Only,
Emission Repair Facility,ERF001785,GARDEN STATE TRK AUTO & EQP,2140 ROUTE 130,MONMOUTH JCT,NJ,8852,7322971000,MIDDLESEX,Auto Only,"2140 ROUTE 130
MONMOUTH JCT, NJ 08852
(40.396628, -74.50733)"
Private Inspection Facility,PIF008781,WARDS AUTOMOTIVE INC,903 PLEASANT VALLEY AVE,MT LAUREL,NJ,8054,8562357661,BURLINGTON,Auto Only,"903 PLEASANT VALLEY AVE
MT LAUREL, NJ 08054
(39.946201, -74.944531)"
Private Inspection Facility,PIF001217,PETE'S AUTO REP & SERV LLC,440 BRIDETON PIKE ROUTE 77,MONROEVILLE,NJ,8343,8563588750,SALEM,Auto Only,
Private Inspection Facility,PIF000966,AL'S SUNOCO LLC,105 ROUTE 31 SOUTH,PENNINGTON,NJ,8534,6098823019,MERCER,Auto Only,"105 ROUTE 31 SOUTH
PENNINGTON, NJ 08534
(40.314326, -74.792472)"
Private Inspection Facility,PIF001537,COLLEGE TIRE,483 GEORGES RD,NO BRUNS,NJ,8902,7325457887,MIDDLESEX,Auto Only,"483 GEORGES RD
NO BRUNS, NJ 08902
(40.472275, -74.449427)"
Private Inspection Facility,PIF001103,NICK'S TOWING SERVICE INC,31 HATHAWAY STREET,WALLINGTON,NJ,7057,2019352163,BERGEN,Diesel Only,"31 HATHAWAY STREET
WALLINGTON, NJ 07057
(40.858088, -74.113819)"
Private Inspection Facility,PIF000357,KAN'S AUTO SERVICE CNTR LLC,500 HADDONFIELD ROAD,CHERRY HILL,NJ,8002,8566623855,CAMDEN,Auto Only,"500 HADDONFIELD ROAD
CHERRY HILL, NJ 08002
(39.934376, -75.030965)"
Private Inspection Facility,PIF001005,AMERICAN TIRE & ATO CARE IN,2302 ROUTE 516,OLD BRIDGE,NJ,8857,7329268808,MIDDLESEX,Auto Only,
Private Inspection Facility,PIF009096,DENSONS AUTO REPAIR INC,1972 WASHINGTN VLY RD BX130,MARTINSVILLE,NJ,8836,7325607444,SOMERSET,Auto Only,
State Inspection Facility,CIF000029,CAPE MAY,6 West Shellbay Ave.,Cape May,NJ,8210,,CAPE MAY,Auto Only,"6 West Shellbay Ave.
Cape May, NJ 08210
(39.067591, -74.832388)"
Private Inspection Facility,PIF000745,NORTHERN TRUCKING CORP,465 WILSON AVE,NEWARK,NJ,7105,9734655810,ESSEX,Diesel Only,"465 WILSON AVE
NEWARK, NJ 07105
(40.715984, -74.139467)"
Private Inspection Facility,PIF010856,SPRINGSIDE AUTOMOTIVE INC,475 WOODLANE RD,WESTAMPTON,NJ,8060,6098771236,BURLINGTON,Auto Only,"475 WOODLANE RD
WESTAMPTON, NJ 08060
(40.025298, -74.860661)"
Private Inspection Facility,PIF001060,NELSON AUTO REPAIR,650-652 FERRY STREET,NEWARK,NJ,7105,9738566268,ESSEX,Auto Only,"650-652 FERRY STREET
NEWARK, NJ 07105
(40.732687, -74.133309)"
Private Inspection Facility,PIF001206,BORDEN AUTO REP LLC,196 RT 130 SOUTH,BORDENTOWN,NJ,8505,6092987466,BURLINGTON,Auto Only,"196 RT 130 SOUTH
BORDENTOWN, NJ 08505
(40.145912, -74.701693)"
Private Inspection Facility,PIF007839,HI TECH AUTO SERVICE CENTER,6 FARMINGDALE RD,WAYNE,NJ,7470,9738399220,PASSAIC,Auto Only,"6 FARMINGDALE RD
WAYNE, NJ 07470
(40.968899, -74.278404)"
Private Inspection Facility,PIF000492,"GRESHAM,LLC",342 BROAD STREET,BLOOMFIELD,NJ,7003,9737486159,ESSEX,Auto Only,"342 BROAD STREET
BLOOMFIELD, NJ 07003
(40.805385, -74.193592)"
Emission Repair Facility,ERF000974,MARLTON TRANSMISSION INC,1409 ROUTE 38,HAINSPORT,NJ,8036,6092611228,BURLINGTON,Auto Inspection and Emission Repair,"1409 ROUTE 38
HAINSPORT, NJ 08036
(39.978291, -74.827537)"
Emission Repair Facility,ERF001359,MELLO & BASTOS MOTORS INC,37 RT 46 WEST,DOVER,NJ,7801,9733288400,MORRIS,Auto Inspection and Emission Repair,"37 RT 46 WEST
DOVER, NJ 07801
(40.887758, -74.557333)"
Private Inspection Facility,PIF009610,SPEEDY'S ALIGNMENT INC,823 HARDING HWY (RT.40),NEWFIELD,NJ,8344,8566973144,GLOUCESTER,Auto Only,"823 HARDING HWY (RT.40)
NEWFIELD, NJ 08344
(39.548053, -74.979297)"
Emission Repair Facility,ERF000618,BLOOMFIELD QUALITY AUTO INC,150 BLOOMFIELD AVE,BLOOMFIELD,NJ,7003,9737437400,ESSEX,Auto Inspection and Emission Repair,"150 BLOOMFIELD AVE
BLOOMFIELD, NJ 07003
(40.779651, -74.189624)"
Emission Repair Facility,ERF002603,MAXON HYUNDAI INC,2329 RTE 22,UNION,NJ,7083,9088515500,UNION,Auto Only,"2329 RTE 22
UNION, NJ 07083
(40.690886, -74.292928)"
Emission Repair Facility,ERF003290,M&K GAS & AUTO REPAIR INC,644 SOUTH CENTER ST,ORANGE,NJ,7050,9736754857,ESSEX,Auto Inspection and Emission Repair,"644 SOUTH CENTER ST
ORANGE, NJ 07050
(40.755004, -74.236085)"
Private Inspection Facility,PIF001041,ORTEGA AUTO SERVICES,336-346 6TH AVENUE,NEWARK,NJ,7017,9734828313,ESSEX,Auto Only,
Private Inspection Facility,PIF001269,SHORE TRACTOR TRAILER MAINT,1975 RUTGERS UNIVERSTY BLVD,LAKEWOOD,NJ,8701,8004512436,SALEM,Diesel Only,"1975 RUTGERS UNIVERSTY BLVD
LAKEWOOD, NJ 08701
(40.074356, -74.159073)"
Private Inspection Facility,PIF001342,MORRIS COUNTY AUTO SLS INC,111 RIDGEDALE AVE,MORRISTOWN,NJ,7960,9734550700,MORRIS,Auto Only,"111 RIDGEDALE AVE
MORRISTOWN, NJ 07960
(40.803124, -74.46469)"
Private Inspection Facility,PIF000998,AMATO'S FRANKLIN GARAGE LLC,3 N PROSPECT AVE,BERGENFIELD,NJ,7621,2014390779,BERGEN,Auto Only,"3 N PROSPECT AVE
BERGENFIELD, NJ 07621
(40.927999, -74.00467)"
Private Inspection Facility,PIF000569,HAINES ALLIANCE,334 SOUTH MAIN STREET,BARNEGAT,NJ,8005,6096988600,OCEAN,Auto Only,"334 SOUTH MAIN STREET
BARNEGAT, NJ 08005
(39.751648, -74.223782)"
Emission Repair Facility,ERF003450,MEERAFZAL FAZALDIN INC,1301 WILLOW AVENUE,HOBOKEN,NJ,7030,2016594965,HUDSON,Auto Only,"1301 WILLOW AVENUE
HOBOKEN, NJ 07030
(40.753175, -74.029867)"
Private Inspection Facility,PIF002276,LIN-Z AUTO SERVICE,211 HUDSON ST,HACKENSACK,NJ,7601,2013420624,BERGEN,Auto Only,"211 HUDSON ST
HACKENSACK, NJ 07601
(40.87221, -74.041692)"
Private Inspection Facility,PIF001143,ED'S AUTO LLC,965 RT 50,MAYSLANDING,NJ,8330,6096251332,ATLANTIC,Auto Only,"965 RT 50
MAYSLANDING, NJ 08330
(39.459898, -74.723305)"
Private Inspection Facility,PIF003552,RALSTONS INC*,245 RT 46,FAIRFIELD,NJ,7004,9732279749,ESSEX,Auto Only,"245 RT 46
FAIRFIELD, NJ 07004
(40.876123, -74.300422)"
Emission Repair Facility,ERF000754,DGK ENTERPRISES INC,225 DIAMOND BRIDGE RD,HAWTHORNE,NJ,7506,9734274222,PASSAIC,Auto Inspection and Emission Repair,"225 DIAMOND BRIDGE RD
HAWTHORNE, NJ 07506
(40.949051, -74.153612)"
Private Inspection Facility,PIF009774,NORTH WILLOW AUTO REP INC,74 NORTH WILLOW ST,MONTCLAIR,NJ,7042,9737445199,ESSEX,Auto Only,"74 NORTH WILLOW ST
MONTCLAIR, NJ 07042
(40.816427, -74.211522)"
Emission Repair Facility,ERF002996,AUTO LENDERS LIQ CTR INC,122 CROSS KEYS ROAD,BERLIN,NJ,8009,8563350910,CAMDEN,Auto Inspection and Emission Repair,"122 CROSS KEYS ROAD
BERLIN, NJ 08009
(39.782409, -74.950627)"
Private Inspection Facility,PIF010968,S & E GAS & REPAIR,663 SEASHORE RD,ERMA,NJ,8204,6098848681,CAPE MAY,Auto Only,"663 SEASHORE RD
ERMA, NJ 08204
(38.988064, -74.902026)"
Private Inspection Facility,PIF001088,D & L AUTOMOTIVE LLC,251 WASHINGTON AVE,NUTLEY,NJ,7110,9736674688,ESSEX,Auto Only,"251 WASHINGTON AVE
NUTLEY, NJ 07110
(40.814498, -74.14405)"
Private Inspection Facility,PIF004132,BROOKSIDE FRIENDLY SERV INC,35 SUMMIT AVE,SUMMIT,NJ,7901,9082731677,UNION,Auto Only,"35 SUMMIT AVE
SUMMIT, NJ 07901
(40.715432, -74.35666)"
Private Inspection Facility,PIF000744,MIKE FITZPATRICK CNTRCT INC,16 COZY LAKE RD,OAK RIDGE,NJ,7438,9732085505,PASSAIC,Diesel Only,"16 COZY LAKE RD
OAK RIDGE, NJ 07438
(41.049992, -74.468035)"
Private Inspection Facility,PIF000839,P & N FLEET MAINTENANCEINC,460 HOLLYWOOD AVE,SO PLAINFIELD,NJ,7080,9088342268,MIDDLESEX,Diesel Only,"460 HOLLYWOOD AVE
SO PLAINFIELD, NJ 07080
(40.562636, -74.408108)"
Private Inspection Facility,PIF000395,ELWELLS AUTO CENTER LLC,241 WEST WHITE HORSE PIKE,BERLIN,NJ,8009,8567196881,CAMDEN,Auto Only,"241 WEST WHITE HORSE PIKE
BERLIN, NJ 08009
(39.804049, -74.954534)"
Private Inspection Facility,PIF001244,ZNP AUTOMOTIVE SERVICES INC,316 RIVER RD,N ARLINGTON,NJ,7031,2019984711,BERGEN,Auto Only,"316 RIVER RD
N ARLINGTON, NJ 07031
(40.795885, -74.139357)"
Private Inspection Facility,PIF000602,TILTON AUTOMOTIVE LLC,PO BOX 1265/281 RT 46 E,DENVILLE,NJ,7834,9736270900,MORRIS,Auto Only,
Private Inspection Facility,PIF006140,LEXINGTON SERVICE GARAGE*,353 LEXINGTON AVE,CLIFTON,NJ,7011,9733404677,PASSAIC,Auto Only,"353 LEXINGTON AVE
CLIFTON, NJ 07011
(40.87368, -74.130747)"
Private Inspection Facility,PIF001275,NJ DIESEL INSPECTIONS LLC,75C BRINDLETOWN ROAD,NEW EGYPT,NJ,8533,7329308355,OCEAN,Auto Only,"75C BRINDLETOWN ROAD
NEW EGYPT, NJ 08533
(40.061455, -74.531237)"
Emission Repair Facility,ERF002040,WAKEMAN AUTO REPAIR INC,119 VERONA AVE,NEWARK,NJ,7104,9734824283,ESSEX,Auto Inspection and Emission Repair,"119 VERONA AVE
NEWARK, NJ 07104
(40.780195, -74.158025)"
Private Inspection Facility,PIF010622,CAMEYS AUTOWORKS,542 WHITE HORSE PIKE,ABSECON,NJ,8201,6096418059,ATLANTIC,Auto Only,"542 WHITE HORSE PIKE
ABSECON, NJ 08201
(39.431342, -74.510373)"
Private Inspection Facility,PIF011791,BALL STREET AUTO INC,1292 CLINTON AVENUE,IRVINGTON,NJ,7111,9733737855,ESSEX,Auto Only,"1292 CLINTON AVENUE
IRVINGTON, NJ 07111
(40.728886, -74.235792)"
Private Inspection Facility,PIF000899,PORT TRUCK REPAIR INC,141 7TH ST,ELIZABETH,NJ,7206,9083557062,UNION,Diesel Only,"141 7TH ST
ELIZABETH, NJ 07206
(40.660703, -74.196569)"
Private Inspection Facility,PIF000760,RARITAN REPAIR GARAGE INC,977 RT 202,BRANCHBURG,NJ,8876,9082319121,SOMERSET,Diesel Only,"977 RT 202
BRANCHBURG, NJ 08876
(40.566318, -74.687267)"
Emission Repair Facility,ERF003251,MORRIS PLAINS AUTOMOTVE LLC,1799 ROUTE 10 EAST,MORRIS PLAINS,NJ,7950,9735391833,MORRIS,Auto Only,
Private Inspection Facility,PIF000933,QUALITY FUEL AUTO&TRK RPR I,550 N CRESCENT BLVD RT130,W COLLINGSWOOD,NJ,8107,8564772271,CAMDEN,Auto Only,"550 N CRESCENT BLVD RT130
W COLLINGSWOOD, NJ 08107
(39.915259, -75.090298)"
Private Inspection Facility,PIF001196,RIVER GAS STATION LLC,2901 ASBURY AVE,OCEAN,NJ,7712,7329224404,CAPE MAY,Auto Only,"2901 ASBURY AVE
OCEAN, NJ 07712
(40.234328, -74.077065)"
Private Inspection Facility,PIF002419,FOULKS SERVICE INC,188 RT 70,MEDFORD,NJ,8055,6096542188,BURLINGTON,Auto Only,"188 RT 70
MEDFORD, NJ 08055
(39.902332, -74.828931)"
Emission Repair Facility,ERF001542,VETTE 22 INC,1254 RT 22,MOUNTAINSIDE,NJ,7092,9082324525,UNION,Auto Inspection and Emission Repair,"1254 RT 22
MOUNTAINSIDE, NJ 07092
(40.675775, -74.348324)"
Private Inspection Facility,PIF000304,BLACKWOOD SERVICE CENTER,200 N. BLACKHORSE PIKE,BLACKWOOD,NJ,8012,8562279831,CAMDEN,Auto Only,"200 N. BLACKHORSE PIKE
BLACKWOOD, NJ 08012
(39.804091, -75.067854)"
Emission Repair Facility,ERF002970,HT AUTOMOTIVE LLC,1301 ROUTE 73,MT LAUREL,NJ,8054,8568662000,BURLINGTON,Auto Only,"1301 ROUTE 73
MT LAUREL, NJ 08054
(39.917229, -74.94473)"
Private Inspection Facility,PIF001152,MANNYS AUTO REPAIRS,221 4TH ST,FAIRVIEW,NJ,7022,2019438008,BERGEN,Auto Only,"221 4TH ST
FAIRVIEW, NJ 07022
(40.816344, -73.996131)"
Emission Repair Facility,ERF002364,CAMEYS AUTOWORKS,542 WHITE HORSE PIKE,ABSECON,NJ,8201,6096418059,ATLANTIC,Auto Inspection and Emission Repair,"542 WHITE HORSE PIKE
ABSECON, NJ 08201
(39.431342, -74.510373)"
Emission Repair Facility,ERF000787,ALAN & SON CAR CARE CTR INC,988 US HIGHWAY 202,BRANCHBURG,NJ,8876,9085266556,SOMERSET,Auto Inspection and Emission Repair,"988 US HIGHWAY 202
BRANCHBURG, NJ 08876
(40.566118, -74.68834)"
Private Inspection Facility,PIF001343,JACK'S AUTO SERVICE LLC,315 PRT ELIZABETH-CMBLND RD,MILLVILLE,NJ,8332,8568254130,CUMBERLAND,Auto Only,
Private Inspection Facility,PIF000115,LTL AUTOMOTIVE INC,40 SOUTH GASTON AVE,SOMERVILLE,NJ,8876,9087258834,SOMERSET,Auto Only,"40 SOUTH GASTON AVE
SOMERVILLE, NJ 08876
(40.564831, -74.603747)"
Private Inspection Facility,PIF001173,ONE AUTO BODY LLC,325 GRAND AVE,PALISADES PARK,NJ,7650,2019448800,BERGEN,Auto Only,"325 GRAND AVE
PALISADES PARK, NJ 07650
(40.851343, -74.000899)"
Private Inspection Facility,PIF010486,SPACCAVENTO AUTO SERVICE IN,31 PIERMONT ROAD,ROCKLEIGH,NJ,7647,2017689497,BERGEN,Auto Only,"31 PIERMONT ROAD
ROCKLEIGH, NJ 07647
(41.004161, -73.929947)"
Emission Repair Facility,ERF002215,BONI AUTO SER CTR INC,257 RTE 202 / 31,FLEMINGTON,NJ,8822,9087823838,HUNTERDON,Auto Only,"257 RTE 202 / 31
FLEMINGTON, NJ 08822
(40.495662, -74.858911)"
Private Inspection Facility,PIF011012,HAWORTH SERVICE CENTER INC,329 HAWORTH AVE,HAWORTH,NJ,7641,2015018055,BERGEN,Auto Only,"329 HAWORTH AVE
HAWORTH, NJ 07641
(40.960915, -73.989625)"
Emission Repair Facility,ERF001565,BROOKSIDE FRIENDLY SERV INC,35 SUMMIT AVE,SUMMIT,NJ,7901,9082731677,UNION,Auto Inspection and Emission Repair,"35 SUMMIT AVE
SUMMIT, NJ 07901
(40.715432, -74.35666)"
Emission Repair Facility,ERF000021,HOFF'S AUTOMOTIVE INC,700 GRAND AVE STE# A,HACKETTSTOWN,NJ,7840,9088527272,WARREN,Auto Inspection and Emission Repair,"700 GRAND AVE STE# A
HACKETTSTOWN, NJ 07840
(40.846782, -74.8383)"
Private Inspection Facility,PIF009366,ROMANOS SVC STATION INC,225 CHESTER AVE,MOORESTOWN,NJ,8057,8562359716,BURLINGTON,Auto Only,"225 CHESTER AVE
MOORESTOWN, NJ 08057
(39.967649, -74.943524)"
Private Inspection Facility,PIF006345,TRIVETTS SUNOCO INC,162 MEMORIAL PARKWAY,AT HIGHLANDS,NJ,7716,7322913914,MONMOUTH,Auto Only,"162 MEMORIAL PARKWAY
AT HIGHLANDS, NJ 07716
(40.40421, -74.031255)"
Private Inspection Facility,PIF011375,DAVES AUTOMOTIVE,27 BORDENTOWN AVE,OLD BRIDGE,NJ,8857,7322547666,MIDDLESEX,Auto Only,"27 BORDENTOWN AVE
OLD BRIDGE, NJ 08857
(40.417246, -74.360492)"
Emission Repair Facility,ERF001930,CTY OF UNION BUREAU OF MVS,301 SHUNPIKE ROAD,SPRINGFIELD,NJ,7081,9086597470,UNDEFINED,Auto Only,"301 SHUNPIKE ROAD
SPRINGFIELD, NJ 07081
(40.710725, -74.332638)"
Private Inspection Facility,PIF000871,ORANGE MOTOR SERVICE IN,183 SCOTLAND RD,ORANGE,NJ,7050,9736784085,ESSEX,Diesel Only,"183 SCOTLAND RD
ORANGE, NJ 07050
(40.769995, -74.23852)"
Private Inspection Facility,PIF001330,NOMAD AUTOMOTIVE SRVS LLC,288 CLAREMONT AVE APT#1,MONTCLAIR,NJ,7042,9737447069,ESSEX,Auto Only,"288 CLAREMONT AVE APT#1
MONTCLAIR, NJ 07042
(40.819523, -74.219719)"
Emission Repair Facility,ERF003424,LITHIA RAMSEY-B LLC,985 STATE ROUTE 17,RAMSEY,NJ,7446,2012586000,BERGEN,Auto Only,"985 STATE ROUTE 17
RAMSEY, NJ 07446
(41.065436, -74.131219)"
Emission Repair Facility,ERF003193,EUROPEAN PLUS INC,107 ROUTE 31 NORTH,PENNINGTON,NJ,8534,6097377226,MERCER,Auto Only,"107 ROUTE 31 NORTH
PENNINGTON, NJ 08534
(40.350455, -74.797369)"
Emission Repair Facility,ERF003162,J AND A SERVICE CENTER LLC,148 WOODBRIDGE AVE,HIGHLAND PARK,NJ,8904,7325725455,MIDDLESEX,Auto Only,"148 WOODBRIDGE AVE
HIGHLAND PARK, NJ 08904
(40.501436, -74.416003)"
Emission Repair Facility,ERF001682,BURKE BROTHERS INC,519 STONE HARBOR BLVD,CAPE MAY C H,NJ,8210,6094656000,CAPE MAY,Auto Only,"519 STONE HARBOR BLVD
CAPE MAY C H, NJ 08210
(39.083241, -74.811906)"
Emission Repair Facility,ERF000481,DELSEA MOTOR CO  INC,1152 N DELSEA DR,CLAYTON,NJ,8312,8568816799,GLOUCESTER,Auto Inspection and Emission Repair,"1152 N DELSEA DR
CLAYTON, NJ 08312
(39.675778, -75.096526)"
Private Inspection Facility,PIF000441,BOGOTA SERVICE STATION INC,234 EAST FORT LEE RD,BOGOTA,NJ,7603,2015251123,BERGEN,Auto Only,"234 EAST FORT LEE RD
BOGOTA, NJ 07603
(40.873195, -74.021542)"
Private Inspection Facility,PIF001020,JOES SRV CTR & TOW LLC,584 MANTOLOKING RD,BRICK,NJ,8723,7324774434,OCEAN,Auto Only,"584 MANTOLOKING RD
BRICK, NJ 08723
(40.045481, -74.107708)"
Emission Repair Facility,ERF001066,BERNARDSVILLE AUTO REPA,75 MINE BROOK RO,BERNARDSVILLE,NJ,7924,9082210418,SOMERSET,Auto Inspection and Emission Repair,"75 MINE BROOK RO
BERNARDSVILLE, NJ 07924
(40.716525, -74.572574)"
Emission Repair Facility,ERF000184,BAUM INC,7706 LONG BEACH BLVD,HARVEY CEDARS,NJ,8008,6094945478,OCEAN,Auto Inspection and Emission Repair,"7706 LONG BEACH BLVD
HARVEY CEDARS, NJ 08008
(39.70571, -74.134636)"
Private Inspection Facility,PIF000455,RONNIES SERVICE STATION LLC,605 WASHINGTON AVE,BELLEVILLE,NJ,7109,9737599757,ESSEX,Auto Only,"605 WASHINGTON AVE
BELLEVILLE, NJ 07109
(40.801191, -74.146592)"
State Inspection Facility,CIF000037,WINSLOW,250 Spring Garden Rd,Ancora,NJ,8037,,CAMDEN,Auto Only,"250 Spring Garden Rd
Ancora, NJ 08037
(39.677604, -74.856634)"
Private Inspection Facility,PIF010030,KM AUTOMOTIVE INC,111 WEST MAIN STREET,ROCKAWAY,NJ,7866,9736253565,MORRIS,Auto Only,"111 WEST MAIN STREET
ROCKAWAY, NJ 07866
(40.900818, -74.515719)"
Emission Repair Facility,ERF003322,AMERICAN TIRE & ATO CARE IN,2302 ROUTE 516,OLD BRIDGE,NJ,8857,7329268808,MIDDLESEX,Auto Inspection and Emission Repair,
Private Inspection Facility,PIF001291,TPRI INCORPORATED,144 POMPTON AVENUE,VERONA,NJ,7044,9732390720,ESSEX,Auto Only,"144 POMPTON AVENUE
VERONA, NJ 07044
(40.830057, -74.228573)"
Private Inspection Facility,PIF000658,ACCU-TECH AUTO CARE INC,120 CR 519,BELVIDERE,NJ,7823,9084758555,WARREN,Auto Only,"120 CR 519
BELVIDERE, NJ 07823
(40.794559, -75.083712)"
Private Inspection Facility,PIF001227,PARKER AUTOMOTIVE LLC,1835 WOODLYNNE AVENUE,WOODLYNNE,NJ,8107,8563719720,CAMDEN,Auto Only,"1835 WOODLYNNE AVENUE
WOODLYNNE, NJ 08107
(39.917412, -75.098672)"
Emission Repair Facility,ERF003387,PARKER AUTOMOTIVE LLC,1835 WOODLYNNE AVENUE,WOODLYNNE,NJ,8107,8563719720,CAMDEN,Auto Inspection and Emission Repair,"1835 WOODLYNNE AVENUE
WOODLYNNE, NJ 08107
(39.917412, -75.098672)"
Private Inspection Facility,PIF000530,VOORHEES AUTO REPAIR LLC,210 CHERRY AVE,VOORHEES,NJ,8043,8564289450,CAMDEN,Auto Only,"210 CHERRY AVE
VOORHEES, NJ 08043
(39.849933, -75.009353)"
Private Inspection Facility,PIF008271,ENGLEWOOD CLIFFS EXXON,754 SYLVAN AVE,ENGLEWOOD CL,NJ,7632,2015670788,BERGEN,Auto Only,"754 SYLVAN AVE
ENGLEWOOD CL, NJ 07632
(40.889832, -73.94461)"
Emission Repair Facility,ERF003139,GRESHAM TIRE LLC,965 RAHWAY AVENUE,UNION,NJ,7083,9086862510,UNION,Auto Inspection and Emission Repair,"965 RAHWAY AVENUE
UNION, NJ 07083
(40.69904, -74.286012)"
Private Inspection Facility,PIF002055,BURNS BUICK GMC INC,500 RTE 70,MARLTON,NJ,8053,8569836060,BURLINGTON,Auto Only,"500 RTE 70
MARLTON, NJ 08053
(39.88108, -74.92197)"
Private Inspection Facility,PIF003734,WANAMAKER ENTERPRISES INC*,25 W PROSPECT ST,WALDWICK,NJ,7463,2014474635,BERGEN,Auto Only,"25 W PROSPECT ST
WALDWICK, NJ 07463
(41.01163, -74.122248)"
Private Inspection Facility,PIF003911,KELLYS AUTOMOTIVE SERVICE I,2470 LEMOINE AVE,FT LEE,NJ,7024,2014616298,BERGEN,Auto Only,"2470 LEMOINE AVE
FT LEE, NJ 07024
(40.864869, -73.961369)"
Private Inspection Facility,PIF000229,HOOTIE INC,1817 HOOPER AVE,TOMS RIVER,NJ,8753,7322555101,OCEAN,Auto Only,"1817 HOOPER AVE
TOMS RIVER, NJ 08753
(40.010852, -74.146982)"
Emission Repair Facility,ERF001018,AMRCN TIRE&AUTO CARE OF WF,600 NORTH AVE EAST,WESTFIELD,NJ,7093,9082330393,UNION,Auto Inspection and Emission Repair,"600 NORTH AVE EAST
WESTFIELD, NJ 07093
(40.652092, -74.333994)"
Emission Repair Facility,ERF003463,GOGEL TIRE EXCHANGE INC,235 RT 10,E HANOVER,NJ,7936,9738873458,MORRIS,Auto Only,"235 RT 10
E HANOVER, NJ 07936
(40.80719, -74.373573)"
Private Inspection Facility,PIF001061,FOUR S OF IRVINGTON LLC,908 STUYVESANT AVE,IRVINGTON,NJ,7111,9733730040,ESSEX,Auto Only,"908 STUYVESANT AVE
IRVINGTON, NJ 07111
(40.718187, -74.246194)"
Private Inspection Facility,PIF010904,CRAIGS SERVICE CENTER INC,1201 ROUTE 35,MIDDLETOWN,NJ,7748,7326715810,MONMOUTH,Auto Only,"1201 ROUTE 35
MIDDLETOWN, NJ 07748
(40.398272, -74.112855)"
Private Inspection Facility,PIF000789,J SONS EQUIPMENT OVERHAUL I,425 BERGEN AVE,KEARNY,NJ,7032,2019971684,HUDSON,Diesel Only,"425 BERGEN AVE
KEARNY, NJ 07032
(40.75285, -74.138012)"
Private Inspection Facility,PIF000553,NJJJ ENTERPRISES LLC,578 ROUTE 18 NORTH,EAST BRUNSWICK,NJ,8816,7322541116,MIDDLESEX,Auto Only,
Private Inspection Facility,PIF000477,PARKWAY 137 INC,401 NORTH AVENUE,CRANFORD,NJ,7016,9089311313,UNION,Auto Only,"401 NORTH AVENUE
CRANFORD, NJ 07016
(40.658097, -74.290214)"
Private Inspection Facility,PIF000055,DGK ENTERPRISES INC,225 DIAMOND BRIDGE RD,HAWTHORNE,NJ,7506,9734274222,PASSAIC,Auto Only,"225 DIAMOND BRIDGE RD
HAWTHORNE, NJ 07506
(40.949051, -74.153612)"
Private Inspection Facility,PIF010098,EAGLE FLEET REPAIR INC,1340 HURFFVILLE RD,DEPTFORD,NJ,8096,8562285820,GLOUCESTER,Auto and Diesel,"1340 HURFFVILLE RD
DEPTFORD, NJ 08096
(39.820936, -75.090932)"
Private Inspection Facility,PIF001029,DEFINIS SERVICE STATION INC,2058 MILLBURN AVE,MAPLEWOOD,NJ,7040,9737629788,ESSEX,Auto Only,"2058 MILLBURN AVE
MAPLEWOOD, NJ 07040
(40.720056, -74.278039)"
Emission Repair Facility,ERF002882,PETTYS TIRE & AUTO CENTER,420 EAST WASHINGTON AVENUE,WASHINGTON,NJ,7882,9086893838,WARREN,Auto Inspection and Emission Repair,"420 EAST WASHINGTON AVENUE
WASHINGTON, NJ 07882
(40.762799, -74.958975)"
Emission Repair Facility,ERF001851,MARLBORO TWP FLEET MAINT.NA,1979 TOWNSHIP DR,MARLBORO,NJ,7746,7325360188,MONMOUTH,Auto Only,"1979 TOWNSHIP DR
MARLBORO, NJ 07746
(40.326783, -74.266708)"
Private Inspection Facility,PIF007187,KEITH D SMITH INC,135 EAST MAIN STREET,MARLTON,NJ,8053,8569830620,BURLINGTON,Auto Only,"135 EAST MAIN STREET
MARLTON, NJ 08053
(39.884623, -74.905363)"
Private Inspection Facility,PIF001371,CIRCLE AUTOMOTIVE,206 DEANS LANE,MONMOUTH JCT,NJ,8852,7323983222,MIDDLESEX,Auto Only,"206 DEANS LANE
MONMOUTH JCT, NJ 08852
(40.408419, -74.518842)"
